mob_arce_id,geo_point_2d,mob_arce_nb,mob_arce_typ,mob_arce_datecre
46,"45.1865894781128,5.72616761182579",1,"nouveau modèle",20010101000000
47,"45.1873270966455,5.72778228524969",2,"nouveau modèle",20060101000000
48,"45.1875477425917,5.72837930646545",3,"nouveau modèle",19990101000000
49,"45.1870128765722,5.72856041280374",5,"nouveau modèle",20040101000000
50,"45.1876032980993,5.72890982744115",5,"ancien modèle",19930101000000
51,"45.1877025435761,5.72929516008192",2,"nouveau modèle",20030101000000
52,"45.1860227163318,5.72975723191191",4,"nouveau modèle",19990101000000
53,"45.1858939830464,5.7289246745122",5,"nouveau modèle",20140917000000
54,"45.1871198974789,5.73059952274487",2,"nouveau modèle",20000101000000
55,"45.188890970089,5.73100066417964",9,"nouveau modèle",20080101000000
56,"45.1892951833146,5.73153415852877",6,"nouveau modèle",20000101000000
57,"45.1895843630927,5.73147469290265",4,"nouveau modèle",19990101000000
58,"45.1894946132978,5.732639387814",4,"nouveau modèle",20010101000000
59,"45.1885407680164,5.73296522985359",9,"nouveau modèle",19990101000000
60,"45.1886339195629,5.73456659701571",2,"nouveau modèle",20030101000000
61,"45.1881278253056,5.73525111063354",3,"nouveau modèle",20030101000000
62,"45.1896051614382,5.73407335034186",3,"nouveau modèle",20040101000000
63,"45.1895694936331,5.73392551118185",1,"nouveau modèle",20020101000000
64,"45.1894889820235,5.73416354875485",1,"nouveau modèle",20040101000000
65,"45.1900427611128,5.73375147802321",3,"nouveau modèle",20020101000000
66,"45.1904303211526,5.73484029322586",3,"nouveau modèle",19900101000000
67,"45.1894782168931,5.73719592969868",5,"nouveau modèle",20030101000000
68,"45.1899656043768,5.73667510975755",4,"nouveau modèle",19930101000000
69,"45.1898015834521,5.73143830562675",4,"nouveau modèle",19990101000000
70,"45.1901141943356,5.73127521596605",6,"nouveau modèle",20030101000000
71,"45.1909750658535,5.73275908525453",5,"nouveau modèle",20040101000000
72,"45.1909339163294,5.73272249505379",3,"nouveau modèle",20060101000000
73,"45.1908436482206,5.73240889389506",3,"nouveau modèle",20060101000000
74,"45.1914023248113,5.73165959412069",2,"nouveau modèle",20000101000000
75,"45.1913915201814,5.73156263363951",3,"nouveau modèle",20000101000000
76,"45.1921114137331,5.73398484640956",4,"nouveau modèle",20040101000000
77,"45.1935769772255,5.73378817732623",3,"nouveau modèle",20100101000000
78,"45.1929442385251,5.73298095929912",2,"nouveau modèle",20030101000000
79,"45.1932743803987,5.73193398101705",7,"nouveau modèle",20120101000000
80,"45.1928321242568,5.73134497816884",9,"nouveau modèle",19990101000000
81,"45.1924659674602,5.73143088628541",5,"nouveau modèle",20000101000000
82,"45.1920990317435,5.73123041546446",5,"nouveau modèle",20100101000000
83,"45.1920082758841,5.73188421462149",5,"nouveau modèle",20060101000000
84,"45.1915776866613,5.7306496519585",8,"nouveau modèle",20110101000000
85,"45.191679887555,5.73066860165514",2,"nouveau modèle",19990101000000
86,"45.1926020385212,5.72989196946663",4,"nouveau modèle",20040101000000
87,"45.190648022067,5.72913669874112",5,"nouveau modèle",20040101000000
88,"45.1908014134115,5.72921054323472",3,"nouveau modèle",20040101000000
89,"45.1915052400149,5.72950629466093",2,"nouveau modèle",20040101000000
90,"45.1915745854654,5.72954320312043",2,"nouveau modèle",20040101000000
135,"45.1872322608772,5.7225250674379",5,"nouveau modèle",20000101000000
136,"45.187997731454,5.72172783708337",3,"nouveau modèle",20010101000000
137,"45.1850140878529,5.72327773722473",5,"nouveau modèle",19980101000000
138,"45.1850964497892,5.72332195105928",12,"nouveau modèle",20120101000000
139,"45.1906575952167,5.72349715733549",12,"nouveau modèle",20100101000000
140,"45.1905284698578,5.72276468495637",2,"nouveau modèle",20020101000000
141,"45.1904551715939,5.72281764702937",2,"nouveau modèle",20020101000000
142,"45.1913320070602,5.72266317697799",2,"nouveau modèle",19990101000000
143,"45.1910165301464,5.72120376979187",3,"nouveau modèle",19950101000000
144,"45.1909889077239,5.72146492219063",3,"nouveau modèle",19980101000000
145,"45.1907755303863,5.72146325985685",2,"nouveau modèle",19900101000000
146,"45.1900811339501,5.72184235333434",2,"ancien modèle",19930101000000
147,"45.1895376485819,5.72221030504259",4,"ancien modèle",19930101000000
148,"45.188995080459,5.72235136838084",2,"nouveau modèle",20020101000000
149,"45.1889489483328,5.72364784588969",2,"nouveau modèle",20010101000000
150,"45.1886778061044,5.72398713646505",4,"nouveau modèle",19900101000000
151,"45.1884534824935,5.72292795205446",3,"ancien modèle",20020101000000
152,"45.1884254348409,5.72295174218452",2,"nouveau modèle",20020101000000
153,"45.1891070529731,5.72164510879277",5,"nouveau modèle",20020101000000
154,"45.1892731033891,5.72141063198389",5,"nouveau modèle",20020101000000
155,"45.1900878041258,5.71987079873058",3,"nouveau modèle",19900101000000
156,"45.1883760196622,5.71935161639598",3,"nouveau modèle",19900101000000
157,"45.1878970068347,5.72034568495757",3,"nouveau modèle",20010101000000
158,"45.1880113337675,5.72037597070841",3,"nouveau modèle",20010101000000
159,"45.1872124249327,5.71894771269041",4,"nouveau modèle",20020101000000
160,"45.1866018496651,5.72074239703361",3,"nouveau modèle",19900101000000
161,"45.1853941502675,5.72226626901311",2,"nouveau modèle",20020101000000
162,"45.1855326792945,5.72032475408506",1,"nouveau modèle",20010101000000
163,"45.1844787617035,5.72086335305415",3,"nouveau modèle",20020101000000
164,"45.1846620114124,5.72151543383976",2,"nouveau modèle",20020101000000
165,"45.1850327191986,5.72196600505169",4,"nouveau modèle",19980101000000
166,"45.1830098924967,5.71811418029413",2,"nouveau modèle",20020101000000
167,"45.1830421106202,5.71832333717555",2,"nouveau modèle",20020101000000
168,"45.1830054667093,5.71905952369851",2,"nouveau modèle",19900101000000
169,"45.183142998068,5.7182572605044",2,"nouveau modèle",20020101000000
170,"45.1843961282586,5.7181202161204",2,"nouveau modèle",20140821000000
171,"45.1839837226044,5.7190070980223",2,"nouveau modèle",20020101000000
172,"45.1840934805866,5.71789327406542",3,"nouveau modèle",20140821000000
173,"45.185444806191,5.71834569076385",3,"nouveau modèle",19900101000000
174,"45.1860562600846,5.71853055411223",3,"nouveau modèle",19900101000000
175,"45.1863645928092,5.71866138445559",2,"nouveau modèle",19900101000000
176,"45.1863330776684,5.71921953550728",4,"nouveau modèle",20020101000000
177,"45.1849756809242,5.71957232482663",2,"nouveau modèle",20080101000000
178,"45.1847294698831,5.71935680170924",3,"nouveau modèle",20020101000000
179,"45.1840943758162,5.72043012777463",3,"nouveau modèle",20010101000000
180,"45.1838813475087,5.72039993627833",5,"nouveau modèle",20010101000000
181,"45.1821302711541,5.72090472627982",2,"nouveau modèle",20020101000000
182,"45.1826242167215,5.72158403995453",5,"nouveau modèle",20020101000000
183,"45.1815546249189,5.72184744513315",4,"nouveau modèle",20020101000000
184,"45.1813418461,5.71767917399747",2,"nouveau modèle",20040101000000
185,"45.1814673821058,5.71704502795693",4,"nouveau modèle",20040101000000
186,"45.194522122643,5.73284951885442",3,"ancien modèle",19930101000000
187,"45.1943313229072,5.73439786186104",8,"nouveau modèle",20040101000000
188,"45.1937893925544,5.73256037648653",3,"ancien modèle",19930101000000
189,"45.1939801009486,5.73178927388462",4,"nouveau modèle",20120101000000
190,"45.1941403457341,5.72993092632935",3,"nouveau modèle",19900101000000
191,"45.1936695550974,5.72983792384982",2,"nouveau modèle",19900101000000
192,"45.1930739062173,5.72907782972853",9,"nouveau modèle",20120101000000
193,"45.193067677898,5.72765966603689",7,"nouveau modèle",20050101000000
194,"45.1929619152628,5.72615531205998",7,"nouveau modèle",20090101000000
195,"45.1915152763385,5.72535894926541",5,"nouveau modèle",19930101000000
196,"45.1921809761032,5.72308622114118",4,"nouveau modèle",20050101000000
197,"45.1921948619074,5.72319076195457",3,"nouveau modèle",20050101000000
198,"45.1924658916719,5.72263205164803",3,"nouveau modèle",20030101000000
199,"45.1920092927514,5.72205201639158",2,"nouveau modèle",20010101000000
200,"45.1914822508411,5.72255846405493",4,"nouveau modèle",20000101000000
201,"45.1920523426292,5.72109747054377",3,"nouveau modèle",19900101000000
202,"45.1917120912062,5.72074889840407",3,"ancien modèle",19930101000000
203,"45.1912899389104,5.72027386978233",2,"nouveau modèle",20040101000000
204,"45.1880377016788,5.72780495639566",2,"nouveau modèle",20060101000000
205,"45.1920023157961,5.71987112857974",2,"nouveau modèle",19970101000000
206,"45.1918026953911,5.72010126834552",2,"arceaux moto",20010101000000
207,"45.1911628314761,5.7198381247995",4,"nouveau modèle",19900101000000
208,"45.1911772497342,5.71996750005228",4,"nouveau modèle",19900101000000
209,"45.1910143504692,5.71966634776947",3,"nouveau modèle",20010101000000
210,"45.1906073058148,5.71969343045113",2,"nouveau modèle",19900101000000
211,"45.1896614834684,5.71938879921693",3,"nouveau modèle",19900101000000
212,"45.1896799304749,5.71880706174383",4,"nouveau modèle",20020101000000
213,"45.1895705812646,5.7188321363742",3,"nouveau modèle",20020101000000
214,"45.1897283503361,5.71785414056225",3,"nouveau modèle",20020101000000
215,"45.1898149476198,5.71768184622404",3,"nouveau modèle",20020101000000
216,"45.1900542051714,5.71652703362463",3,"nouveau modèle",20020101000000
217,"45.1899298765359,5.71649252875241",3,"nouveau modèle",20020101000000
218,"45.1899538518274,5.71621496585368",3,"nouveau modèle",19900101000000
219,"45.190647554766,5.71742352248745",5,"nouveau modèle",19990101000000
220,"45.1907034120153,5.7184884062055",2,"nouveau modèle",19900101000000
221,"45.1908881791458,5.71877553974871",3,"nouveau modèle",20000101000000
222,"45.1918049501864,5.71855164656729",3,"nouveau modèle",20020101000000
91,"45.1916512281288,5.72956023662021",2,"nouveau modèle",20040101000000
92,"45.1926334634379,5.72902961104851",6,"nouveau modèle",19990101000000
93,"45.1923229774982,5.72728681599247",6,"nouveau modèle",20090101000000
94,"45.1912102658504,5.72771741428345",13,"nouveau modèle",20030101000000
95,"45.1904924026852,5.72933109193009",2,"nouveau modèle",20020101000000
96,"45.1904782013968,5.72961854046326",5,"ancien modèle",19930101000000
97,"45.1903686413896,5.72788043643514",4,"ancien modèle",19930101000000
98,"45.190350934697,5.72690015377909",3,"nouveau modèle",19990101000000
99,"45.19030220736,5.72677077320866",4,"nouveau modèle",19990101000000
100,"45.1903240556132,5.72586122506037",6,"nouveau modèle",19990101000000
101,"45.1903743013131,5.72648377498407",5,"nouveau modèle",19990101000000
102,"45.1887844761555,5.72717316191618",6,"nouveau modèle",20030101000000
103,"45.1886735391566,5.72865865656647",2,"nouveau modèle",20060101000000
104,"45.1886163250512,5.72853970354691",3,"nouveau modèle",20060101000000
105,"45.1883319245997,5.72778606376509",3,"nouveau modèle",20060101000000
106,"45.1883361926328,5.72874673656195",5,"nouveau modèle",20060101000000
107,"45.1913875269311,5.72298190254464",3,"nouveau modèle",20000101000000
108,"45.1915498751615,5.72414106527457",2,"nouveau modèle",20000101000000
109,"45.1909876379276,5.72433631739338",3,"nouveau modèle",20000101000000
110,"45.1903771804237,5.7249876218729",4,"nouveau modèle",20020101000000
111,"45.1901846619832,5.72398795555632",3,"nouveau modèle",20020101000000
112,"45.1894179563087,5.7246882882566",5,"ancien modèle",19930101000000
113,"45.1891019650274,5.72596971299979",7,"nouveau modèle",20040101000000
114,"45.1890882367106,5.72625952415801",6,"nouveau modèle",20040101000000
115,"45.1880606386838,5.7267520381578",3,"nouveau modèle",20010101000000
116,"45.1885926855477,5.72520611637996",2,"nouveau modèle",19900101000000
117,"45.1885233284218,5.72498035869443",1,"nouveau modèle",19900101000000
118,"45.1882790396644,5.72461314289399",2,"nouveau modèle",20020101000000
119,"45.1884312856004,5.7244500844956",4,"ancien modèle",19930101000000
120,"45.1878490987456,5.7252685256361",3,"nouveau modèle",20010101000000
121,"45.1877988520464,5.72517244230684",7,"nouveau modèle",20010101000000
122,"45.1877856411865,5.72495027075067",8,"nouveau modèle",20010101000000
123,"45.1879918971517,5.72486009049652",3,"nouveau modèle",19900101000000
124,"45.1902239145215,5.72595387558007",2,"nouveau modèle",19990101000000
125,"45.1898873675819,5.72571038662619",9,"nouveau modèle",20070101000000
126,"45.1877250870732,5.72318359843718",6,"nouveau modèle",20110101000000
127,"45.1875649553115,5.72356301309408",4,"nouveau modèle",20000101000000
128,"45.1875695991421,5.72381866094763",5,"ancien modèle",19930101000000
129,"45.1872109170648,5.72403731255894",7,"nouveau modèle",19980101000000
130,"45.1870714036498,5.72413196437656",7,"nouveau modèle",19980101000000
131,"45.188147558202,5.72340737075982",5,"ancien modèle",19930101000000
132,"45.1866038237382,5.72361455685109",2,"nouveau modèle",19900101000000
133,"45.1865526121892,5.72366994681561",2,"nouveau modèle",19900101000000
134,"45.1859676849877,5.72285110031892",2,"nouveau modèle",19900101000000
1,"45.1833267940633,5.73175022910432",5,"nouveau modèle",20060101000000
2,"45.1836932249232,5.73208672114992",3,"nouveau modèle",20060101000000
3,"45.1852577251538,5.73133673087593",11,"nouveau modèle",20060101000000
4,"45.1865206723436,5.73554272775109",4,"nouveau modèle",20060101000000
5,"45.1869597893561,5.73664421456598",4,"nouveau modèle",20060101000000
6,"45.1864722231324,5.74353976324744",5,"nouveau modèle",20060101000000
7,"45.1864897514155,5.74405644571958",3,"nouveau modèle",20060101000000
8,"45.1870076908908,5.74491929886402",5,"nouveau modèle",20060101000000
9,"45.1868088520919,5.7424696232502",6,"nouveau modèle",20080101000000
10,"45.1839552461239,5.73084242975305",5,"nouveau modèle",20060101000000
11,"45.1839049957932,5.7307022372954",5,"nouveau modèle",20060101000000
12,"45.1803476081963,5.705588153214",3,"nouveau modèle",20060101000000
13,"45.1799003089039,5.70595345344841",3,"nouveau modèle",20101001000000
14,"45.1802120832043,5.70729991386744",3,"nouveau modèle",20060101000000
15,"45.1802312185855,5.70823243492219",3,"nouveau modèle",20060101000000
16,"45.1799751602537,5.708149118013",3,"nouveau modèle",20060101000000
17,"45.1802593108401,5.71036668439597",1,"nouveau modèle",20060101000000
18,"45.1802851152202,5.71115238040205",3,"nouveau modèle",20060101000000
19,"45.1799939373249,5.7112557124444",4,"nouveau modèle",20060101000000
20,"45.1803352314502,5.71213649761877",2,"nouveau modèle",20060101000000
21,"45.1803103234223,5.71228966498852",4,"nouveau modèle",20060101000000
22,"45.1799887229772,5.71243333928984",3,"nouveau modèle",20060101000000
23,"45.1800183652893,5.71459097848524",3,"nouveau modèle",20060101000000
24,"45.1805386079532,5.71706479788999",2,"nouveau modèle",20060101000000
25,"45.1803894485999,5.72100376294173",3,"nouveau modèle",20060101000000
26,"45.1807628713117,5.72305808010832",4,"nouveau modèle",20060101000000
27,"45.1884450770816,5.73718786261607",9,"ancien modèle",19930101000000
28,"45.1864038339024,5.73290445928313",3,"nouveau modèle",20000101000000
29,"45.1861098007979,5.73323001543866",3,"nouveau modèle",20000101000000
30,"45.18650690958,5.73182354104668",4,"nouveau modèle",20090101000000
31,"45.1861351641276,5.73111486994543",5,"nouveau modèle",19900101000000
32,"45.1859622474337,5.73208355836544",7,"nouveau modèle",19900101000000
33,"45.1857418693371,5.7319017520331",5,"nouveau modèle",19900101000000
34,"45.1847174791263,5.73001177413656",3,"nouveau modèle",19980101000000
35,"45.1851429915844,5.72977605809814",5,"nouveau modèle",20000101000000
36,"45.1852670654748,5.72943130675824",3,"nouveau modèle",19980101000000
37,"45.1854077541176,5.72952792789228",5,"ancien modèle",19930101000000
38,"45.1834971826769,5.72738992454452",6,"nouveau modèle",20100101000000
39,"45.1852051625545,5.72679864525672",2,"ancien modèle",19930101000000
40,"45.1860619442359,5.72627666835659",11,"nouveau modèle",20070101000000
41,"45.1847448924373,5.72491166228857",12,"nouveau modèle",20120101000000
42,"45.1852305163834,5.72540291186821",5,"nouveau modèle",20030101000000
43,"45.1857881207393,5.72474644071711",3,"nouveau modèle",20020101000000
44,"45.1859813842579,5.72452259781682",2,"nouveau modèle",19960101000000
45,"45.1866748902875,5.72640550700567",2,"nouveau modèle",20010101000000
311,"45.1929781648755,5.73261187344647",2,"nouveau modèle",20080101000000
312,"45.1989193100551,5.73650123111056",3,"nouveau modèle",20080101000000
313,"45.1843358918524,5.7225271474186",3,"nouveau modèle",20080101000000
314,"45.187995580041,5.72070286567232",5,"nouveau modèle",20080101000000
315,"45.1872196151596,5.71650386742022",6,"nouveau modèle",20120101000000
316,"45.1854276465788,5.70718546172021",2,"nouveau modèle",20070101000000
317,"45.1955818788338,5.71427770928305",2,"nouveau modèle",20070101000000
318,"45.1846541564067,5.70963771002502",3,"nouveau modèle",20070101000000
319,"45.1826708157666,5.71093129614937",2,"nouveau modèle",20070101000000
320,"45.1807195451293,5.71638799951666",3,"nouveau modèle",20070101000000
321,"45.1941691838526,5.73247187407746",13,"nouveau modèle",20070101000000
322,"45.1885719787959,5.73635818977655",3,"nouveau modèle",20070101000000
323,"45.1872381982576,5.73021227987786",5,"nouveau modèle",20070101000000
324,"45.1903241805136,5.72167758784112",2,"nouveau modèle",20070101000000
325,"45.1816193109558,5.71916858902824",7,"nouveau modèle",20140910000000
326,"45.1921125678489,5.7347230010883",2,"nouveau modèle",20070101000000
327,"45.1870348936559,5.70418754879876",3,"nouveau modèle",20020101000000
328,"45.1866973209869,5.70426974927654",4,"nouveau modèle",20010101000000
329,"45.1853789773425,5.7055463333476",3,"nouveau modèle",20000101000000
330,"45.1853827861066,5.70537009303076",2,"nouveau modèle",20000101000000
331,"45.1853072364494,5.70554218226125",5,"nouveau modèle",20000101000000
332,"45.1853014513878,5.7047605537913",4,"nouveau modèle",20000101000000
334,"45.1872339388253,5.71018125727711",3,"nouveau modèle",19900101000000
335,"45.1864815772932,5.71103128713009",4,"nouveau modèle",20100101000000
336,"45.1862815365494,5.71135100428645",6,"nouveau modèle",20040101000000
337,"45.1864328868855,5.71165976969401",3,"nouveau modèle",20040101000000
338,"45.1863012550528,5.71161675738172",11,"nouveau modèle",20040101000000
339,"45.18616996547,5.7116142199412",2,"nouveau modèle",20040101000000
340,"45.1857684169289,5.71229503137192",3,"nouveau modèle",20000101000000
341,"45.1857989166791,5.71311595542607",5,"nouveau modèle",20060101000000
342,"45.1858470687251,5.71452819413317",2,"nouveau modèle",20010101000000
343,"45.1854234964529,5.71493520702314",6,"nouveau modèle",20120101000000
344,"45.1853094488385,5.71546677993175",5,"nouveau modèle",20120101000000
345,"45.1858575014244,5.7167393611647",3,"nouveau modèle",19970101000000
346,"45.1858042688011,5.71661630495901",4,"nouveau modèle",19900101000000
347,"45.1870163895682,5.71383718395804",4,"nouveau modèle",20010101000000
348,"45.1868040572653,5.71433256884635",3,"nouveau modèle",19900101000000
349,"45.1850091716483,5.71318102792516",3,"nouveau modèle",20060101000000
350,"45.1849536497739,5.71202035507756",2,"nouveau modèle",19900101000000
351,"45.185078362516,5.71202225687951",2,"nouveau modèle",19900101000000
352,"45.1842190032972,5.71296551614646",2,"nouveau modèle",20040101000000
353,"45.1841512492904,5.71538419052357",7,"nouveau modèle",19900101000000
354,"45.1841316480574,5.71526880507062",2,"nouveau modèle",20010101000000
443,"45.1974531718985,5.73628746926494",2,"nouveau modèle",20010101000000
444,"45.1975886811432,5.73703963895042",2,"nouveau modèle",19960101000000
445,"45.1983873397033,5.73675405220294",2,"nouveau modèle",20080101000000
446,"45.1972378638988,5.7372246495266",2,"nouveau modèle",20010101000000
447,"45.1969638461687,5.73695438389804",2,"nouveau modèle",20080101000000
448,"45.1964150670491,5.73551480102741",3,"nouveau modèle",19900101000000
449,"45.1961534953475,5.73691453059519",2,"nouveau modèle",20030101000000
450,"45.1966529150854,5.73856594257072",2,"nouveau modèle",20040101000000
451,"45.1973635798244,5.73815416976668",2,"nouveau modèle",20040101000000
452,"45.1927431741887,5.73974886532895",3,"nouveau modèle",20030101000000
453,"45.1917462881421,5.73818119891634",3,"nouveau modèle",20030101000000
454,"45.1914382459131,5.71144854420732",10,"nouveau modèle",20030101000000
455,"45.1803550106567,5.74068921336555",2,"nouveau modèle",19900101000000
456,"45.1728073202306,5.7226941710832",1,"nouveau modèle",20000101000000
457,"45.1728529611602,5.7223508374854",1,"nouveau modèle",20000101000000
458,"45.1729656593538,5.72182508241718",1,"nouveau modèle",20000101000000
459,"45.1726394190334,5.72170460346331",1,"nouveau modèle",20000101000000
460,"45.1726086711682,5.72190074823608",2,"nouveau modèle",20000101000000
461,"45.1725291715518,5.72216242025613",2,"nouveau modèle",20000101000000
462,"45.1728133363977,5.72257815466558",2,"nouveau modèle",20000101000000
463,"45.1539914194695,5.73406760962703",8,"nouveau modèle",20000101000000
464,"45.1775748312923,5.70517400111377",2,"nouveau modèle",20030101000000
